Time of Occurrence,City,Crime Description,Victim Age,Victim Gender,Time
2020-03-12 21:34:00,Kolkata,EXTORTION,76,F,21:34:00
2020-03-13 03:23:00,Delhi,HOMICIDE,39,M,03:23:00
2020-03-13 00:49:00,Jaipur,ILLEGAL POSSESSION,45,M,00:49:00
2020-03-13 05:52:00,Lucknow,CYBERCRIME,54,F,05:52:00
2020-03-12 18:47:00,Delhi,ASSAULT,13,F,18:47:00
2020-03-12 14:43:00,Ahmedabad,EXTORTION,53,M,14:43:00
2020-03-12 23:52:00,Mumbai,DOMESTIC VIOLENCE,45,F,23:52:00
2020-03-12 19:42:00,Bangalore,IDENTITY THEFT,38,F,19:42:00
2020-03-13 07:44:00,Bangalore,HOMICIDE,33,M,07:44:00
2020-03-13 11:01:00,Delhi,VANDALISM,14,F,11:01:00
2020-03-12 20:22:00,Lucknow,FIREARM OFFENSE,11,F,20:22:00
2020-03-13 16:03:00,Mumbai,TRAFFIC VIOLATION,37,M,16:03:00
2020-03-13 06:22:00,Lucknow,VANDALISM,53,M,06:22:00
2020-03-13 04:20:00,Chennai,SEXUAL ASSAULT,33,M,04:20:00
2020-03-13 15:36:00,Hyderabad,FRAUD,19,M,15:36:00
2020-03-13 02:28:00,Hyderabad,DRUG OFFENSE,21,M,02:28:00
2020-03-13 11:22:00,Mumbai,DOMESTIC VIOLENCE,40,F,11:22:00
2020-03-13 06:07:00,Bangalore,SHOPLIFTING,48,F,06:07:00
2020-03-13 19:32:00,Hyderabad,SHOPLIFTING,69,F,19:32:00
2020-03-13 09:30:00,Ahmedabad,FRAUD,71,M,09:30:00
2020-03-13 22:36:00,Hyderabad,DRUG OFFENSE,13,F,22:36:00
2020-03-14 02:27:00,Delhi,EXTORTION,60,F,02:27:00
2020-03-13 19:53:00,Nagpur,HOMICIDE,33,M,19:53:00
2020-03-13 08:02:00,Mumbai,TRAFFIC VIOLATION,49,F,08:02:00
2020-03-13 14:19:00,Kolkata,ILLEGAL POSSESSION,29,M,14:19:00
2020-03-13 16:13:00,Delhi,ILLEGAL POSSESSION,29,F,16:13:00
2020-03-13 17:19:00,Surat,FIREARM OFFENSE,23,F,17:19:00
2020-03-13 21:42:00,Bangalore,DRUG OFFENSE,21,F,21:42:00
2020-03-13 21:40:00,Mumbai,DOMESTIC VIOLENCE,73,F,21:40:00
2020-03-13 17:58:00,Srinagar,KIDNAPPING,37,M,17:58:00
2020-03-14 09:36:00,Mumbai,PUBLIC INTOXICATION,24,F,09:36:00
2020-03-13 18:13:00,Bangalore,BURGLARY,49,F,18:13:00
2020-03-13 19:33:00,Hyderabad,BURGLARY,46,F,19:33:00
2020-03-14 05:23:00,Mumbai,ARSON,49,M,05:23:00
2020-03-14 07:49:00,Mumbai,VEHICLE - STOLEN,23,M,07:49:00
2020-03-14 06:55:00,Mumbai,BURGLARY,35,M,06:55:00
2020-03-13 19:36:00,Delhi,ROBBERY,25,F,19:36:00
2020-03-14 06:23:00,Bhopal,COUNTERFEITING,50,M,06:23:00
2020-03-13 20:51:00,Indore,DOMESTIC VIOLENCE,48,F,20:51:00
2020-03-14 19:18:00,Vasai,KIDNAPPING,42,M,19:18:00
2020-03-13 23:30:00,Agra,SEXUAL ASSAULT,19,F,23:30:00
2020-03-14 08:26:00,Mumbai,DRUG OFFENSE,67,M,08:26:00
2020-03-14 05:52:00,Pune,FIREARM OFFENSE,34,F,05:52:00
2020-03-14 14:11:00,Delhi,ILLEGAL POSSESSION,53,F,14:11:00
2020-03-14 09:38:00,Delhi,DOMESTIC VIOLENCE,34,F,09:38:00
2020-03-14 23:22:00,Delhi,IDENTITY THEFT,24,F,23:22:00
2020-03-14 15:55:00,Bangalore,HOMICIDE,79,M,15:55:00
2020-03-14 08:01:00,Mumbai,SEXUAL ASSAULT,28,F,08:01:00
2020-03-15 00:47:00,Delhi,HOMICIDE,55,F,00:47:00
2020-03-14 13:37:00,Pune,COUNTERFEITING,43,F,13:37:00
2020-03-15 00:11:00,Chennai,PUBLIC INTOXICATION,17,F,00:11:00
2020-03-14 09:52:00,Ahmedabad,BURGLARY,24,M,09:52:00
2020-03-15 02:28:00,Hyderabad,CYBERCRIME,25,F,02:28:00
2020-03-14 18:16:00,Mumbai,HOMICIDE,55,M,18:16:00
2020-03-15 07:23:00,Varanasi,SEXUAL ASSAULT,49,F,07:23:00
2020-03-15 10:52:00,Delhi,CYBERCRIME,26,M,10:52:00
2020-03-14 15:53:00,Mumbai,FIREARM OFFENSE,29,M,15:53:00
2020-03-14 15:38:00,Pune,PUBLIC INTOXICATION,30,F,15:38:00
2020-03-15 07:05:00,Pune,ASSAULT,27,F,07:05:00
2020-03-14 17:28:00,Thane,PUBLIC INTOXICATION,58,M,17:28:00
2020-03-14 22:37:00,Mumbai,TRAFFIC VIOLATION,19,M,22:37:00
2020-03-15 03:50:00,Lucknow,PUBLIC INTOXICATION,60,F,03:50:00
2020-03-14 22:20:00,Ludhiana,ASSAULT,39,F,22:20:00
2020-03-15 19:26:00,Mumbai,DRUG OFFENSE,29,M,19:26:00
2020-03-15 20:46:00,Hyderabad,DOMESTIC VIOLENCE,19,M,20:46:00
2020-03-15 05:48:00,Bhopal,DOMESTIC VIOLENCE,15,F,05:48:00
2020-03-15 21:09:00,Pune,VANDALISM,34,F,21:09:00
2020-03-15 04:59:00,Kolkata,ARSON,77,F,04:59:00
2020-03-15 21:49:00,Pune,ILLEGAL POSSESSION,53,F,21:49:00
2020-03-15 05:13:00,Delhi,ASSAULT,13,F,05:13:00
2020-03-15 08:53:00,Bangalore,KIDNAPPING,43,F,08:53:00
2020-03-15 11:55:00,Bangalore,SEXUAL ASSAULT,58,F,11:55:00
2020-03-15 16:13:00,Ahmedabad,FIREARM OFFENSE,53,M,16:13:00
2020-03-15 11:53:00,Chennai,ARSON,55,F,11:53:00
2020-03-15 15:28:00,Delhi,CYBERCRIME,23,F,15:28:00
2020-03-15 09:26:00,Chennai,FRAUD,18,F,09:26:00
2020-03-15 11:56:00,Hyderabad,DOMESTIC VIOLENCE,47,M,11:56:00
2020-03-15 20:04:00,Mumbai,ASSAULT,21,F,20:04:00
2020-03-16 09:41:00,Visakhapatnam,ARSON,36,F,09:41:00
2020-03-15 16:09:00,Bangalore,ARSON,76,F,16:09:00
2020-03-16 08:54:00,Delhi,KIDNAPPING,13,F,08:54:00
2020-03-15 22:59:00,Pune,SEXUAL ASSAULT,49,M,22:59:00
2020-03-16 02:19:00,Ghaziabad,PUBLIC INTOXICATION,31,F,02:19:00
2020-03-15 23:29:00,Kolkata,DRUG OFFENSE,32,F,23:29:00
2020-03-16 09:04:00,Chennai,TRAFFIC VIOLATION,36,F,09:04:00
2020-03-16 06:53:00,Mumbai,SEXUAL ASSAULT,74,F,06:53:00
2020-03-15 22:27:00,Hyderabad,DOMESTIC VIOLENCE,56,M,22:27:00
2020-03-16 02:11:00,Agra,TRAFFIC VIOLATION,71,F,02:11:00
2020-03-16 17:42:00,Delhi,FRAUD,52,F,17:42:00
2020-03-16 18:01:00,Delhi,CYBERCRIME,67,M,18:01:00
2020-03-16 04:17:00,Bangalore,SHOPLIFTING,12,M,04:17:00
2020-03-16 22:33:00,Delhi,FRAUD,15,F,22:33:00
2020-03-16 12:42:00,Bhopal,KIDNAPPING,14,F,12:42:00
2020-03-16 20:55:00,Bangalore,EXTORTION,22,F,20:55:00
2020-03-16 08:24:00,Delhi,FRAUD,47,M,08:24:00
2020-03-16 22:26:00,Kolkata,CYBERCRIME,21,F,22:26:00
2020-03-16 07:01:00,Mumbai,ROBBERY,67,F,07:01:00
2020-03-16 23:42:00,Kanpur,SHOPLIFTING,33,F,23:42:00
2020-03-16 15:01:00,Mumbai,PUBLIC INTOXICATION,38,F,15:01:00
2020-03-17 04:54:00,Mumbai,ROBBERY,14,F,04:54:00
2020-03-16 16:11:00,Bangalore,COUNTERFEITING,21,F,16:11:00
2020-03-16 17:02:00,Ahmedabad,BURGLARY,33,F,17:02:00
2020-03-16 18:15:00,Srinagar,FRAUD,18,F,18:15:00
2020-03-17 03:34:00,Ahmedabad,DRUG OFFENSE,57,F,03:34:00
2020-03-17 06:57:00,Hyderabad,ILLEGAL POSSESSION,19,M,06:57:00
2020-03-17 01:35:00,Delhi,ILLEGAL POSSESSION,48,F,01:35:00
2020-03-17 09:53:00,Mumbai,FRAUD,33,F,09:53:00
2020-03-16 18:25:00,Chennai,CYBERCRIME,74,F,18:25:00
2020-03-17 14:12:00,Kolkata,ASSAULT,18,F,14:12:00
2020-03-17 18:33:00,Ahmedabad,DOMESTIC VIOLENCE,53,F,18:33:00
2020-03-17 01:19:00,Surat,EXTORTION,21,M,01:19:00
2020-03-16 21:14:00,Kolkata,COUNTERFEITING,17,M,21:14:00
2020-03-17 05:48:00,Delhi,IDENTITY THEFT,34,F,05:48:00
2020-03-17 06:36:00,Delhi,CYBERCRIME,19,F,06:36:00
2020-03-17 11:41:00,Kolkata,PUBLIC INTOXICATION,32,F,11:41:00
2020-03-17 13:42:00,Ahmedabad,FRAUD,58,M,13:42:00
2020-03-17 05:44:00,Hyderabad,CYBERCRIME,30,M,05:44:00
2020-03-17 04:45:00,Surat,FIREARM OFFENSE,72,F,04:45:00
2020-03-17 20:23:00,Visakhapatnam,VANDALISM,30,F,20:23:00
2020-03-17 21:43:00,Delhi,ARSON,19,M,21:43:00
2020-03-17 23:57:00,Visakhapatnam,DRUG OFFENSE,51,M,23:57:00
2020-03-17 08:39:00,Bangalore,VEHICLE - STOLEN,72,F,08:39:00
2020-03-17 15:59:00,Jaipur,DOMESTIC VIOLENCE,50,F,15:59:00
2020-03-17 18:32:00,Lucknow,KIDNAPPING,62,F,18:32:00
2020-03-18 01:18:00,Kolkata,VEHICLE - STOLEN,15,M,01:18:00
2020-03-17 20:30:00,Agra,FIREARM OFFENSE,18,F,20:30:00
2020-03-18 01:37:00,Delhi,CYBERCRIME,26,M,01:37:00
2020-03-17 19:34:00,Hyderabad,COUNTERFEITING,69,F,19:34:00
2020-03-17 16:17:00,Mumbai,CYBERCRIME,78,M,16:17:00
2020-03-17 18:27:00,Ahmedabad,VANDALISM,49,M,18:27:00
2020-03-18 06:06:00,Bangalore,FIREARM OFFENSE,53,F,06:06:00
2020-03-17 19:02:00,Patna,BURGLARY,42,M,19:02:00
2020-03-18 08:10:00,Pune,PUBLIC INTOXICATION,53,F,08:10:00
2020-03-18 13:27:00,Ghaziabad,TRAFFIC VIOLATION,31,F,13:27:00
2020-03-18 02:26:00,Ahmedabad,FIREARM OFFENSE,58,M,02:26:00
2020-03-17 21:48:00,Delhi,ARSON,54,F,21:48:00
2020-03-18 18:12:00,Bangalore,EXTORTION,11,F,18:12:00
2020-03-18 11:45:00,Delhi,FIREARM OFFENSE,66,M,11:45:00
2020-03-18 00:58:00,Agra,BURGLARY,44,M,00:58:00
2020-03-18 20:12:00,Bangalore,ILLEGAL POSSESSION,75,F,20:12:00
2020-03-18 17:21:00,Delhi,ROBBERY,45,F,17:21:00
2020-03-18 10:55:00,Delhi,BURGLARY,58,F,10:55:00
2020-03-18 18:40:00,Delhi,ARSON,30,F,18:40:00
2020-03-18 21:48:00,Ahmedabad,ROBBERY,52,F,21:48:00
2020-03-18 19:52:00,Mumbai,CYBERCRIME,21,F,19:52:00
2020-03-18 10:11:00,Thane,ROBBERY,27,F,10:11:00
2020-03-18 20:25:00,Lucknow,KIDNAPPING,22,M,20:25:00
2020-03-18 16:42:00,Ludhiana,FRAUD,30,F,16:42:00
2020-03-18 20:36:00,Mumbai,FIREARM OFFENSE,48,F,20:36:00
2020-03-18 15:31:00,Hyderabad,FRAUD,31,F,15:31:00
2020-03-18 20:38:00,Lucknow,COUNTERFEITING,68,F,20:38:00
2020-03-18 13:00:00,Delhi,IDENTITY THEFT,43,F,13:00:00
2020-03-18 14:22:00,Kanpur,FRAUD,47,F,14:22:00
2020-03-18 21:42:00,Agra,DOMESTIC VIOLENCE,52,M,21:42:00
2020-03-19 04:59:00,Mumbai,DOMESTIC VIOLENCE,54,F,04:59:00
2020-03-19 03:49:00,Pune,SHOPLIFTING,35,F,03:49:00
2020-03-19 14:11:00,Pune,ROBBERY,44,F,14:11:00
2020-03-19 00:00:00,Kalyan,SEXUAL ASSAULT,74,M,00:00:00
2020-03-19 10:24:00,Hyderabad,FIREARM OFFENSE,78,M,10:24:00
2020-03-19 04:14:00,Pune,VANDALISM,72,M,04:14:00
2020-03-19 08:45:00,Kolkata,PUBLIC INTOXICATION,11,M,08:45:00
2020-03-19 14:23:00,Jaipur,ARSON,79,M,14:23:00
2020-03-19 21:29:00,Ludhiana,FIREARM OFFENSE,66,F,21:29:00
2020-03-19 09:34:00,Pune,PUBLIC INTOXICATION,63,F,09:34:00
2020-03-19 20:16:00,Kolkata,VANDALISM,69,F,20:16:00
2020-03-19 23:20:00,Pune,CYBERCRIME,46,M,23:20:00
2020-03-19 22:51:00,Bangalore,HOMICIDE,10,F,22:51:00
2020-03-19 09:29:00,Thane,ROBBERY,42,F,09:29:00
2020-03-20 04:30:00,Bhopal,BURGLARY,12,F,04:30:00
2020-03-19 14:03:00,Chennai,SEXUAL ASSAULT,21,F,14:03:00
2020-03-19 12:16:00,Delhi,DRUG OFFENSE,57,F,12:16:00
2020-03-19 09:11:00,Mumbai,COUNTERFEITING,61,F,09:11:00
2020-03-20 04:59:00,Agra,KIDNAPPING,26,F,04:59:00
2020-03-20 07:19:00,Ahmedabad,SEXUAL ASSAULT,66,M,07:19:00
2020-03-20 10:25:00,Meerut,DOMESTIC VIOLENCE,79,M,10:25:00
2020-03-20 08:46:00,Bhopal,BURGLARY,61,F,08:46:00
2020-03-20 01:56:00,Chennai,ROBBERY,11,M,01:56:00
2020-03-19 20:56:00,Nashik,ASSAULT,46,F,20:56:00
2020-03-20 08:09:00,Pune,ROBBERY,48,F,08:09:00
2020-03-20 16:18:00,Delhi,CYBERCRIME,66,F,16:18:00
2020-03-20 05:04:00,Surat,EXTORTION,67,F,05:04:00
2020-03-20 06:24:00,Mumbai,FIREARM OFFENSE,30,F,06:24:00
2020-03-20 01:10:00,Chennai,EXTORTION,18,F,01:10:00
2020-03-19 21:35:00,Lucknow,VANDALISM,71,F,21:35:00
2020-03-20 16:47:00,Pune,BURGLARY,55,F,16:47:00
2020-03-20 10:55:00,Mumbai,ASSAULT,25,M,10:55:00
2020-03-20 01:23:00,Rajkot,EXTORTION,78,F,01:23:00
2020-03-20 11:44:00,Nagpur,HOMICIDE,16,M,11:44:00
2020-03-20 09:44:00,Chennai,IDENTITY THEFT,65,M,09:44:00
2020-03-20 21:48:00,Agra,ARSON,57,F,21:48:00
2020-03-20 08:03:00,Kolkata,FRAUD,20,F,08:03:00
2020-03-20 13:14:00,Delhi,PUBLIC INTOXICATION,45,M,13:14:00
2020-03-21 03:48:00,Ahmedabad,KIDNAPPING,65,F,03:48:00
2020-03-20 22:34:00,Pune,FIREARM OFFENSE,31,M,22:34:00
2020-03-20 14:37:00,Kolkata,COUNTERFEITING,13,M,14:37:00
2020-03-20 18:08:00,Pune,ILLEGAL POSSESSION,56,M,18:08:00
2020-03-21 01:47:00,Kanpur,EXTORTION,65,F,01:47:00
2020-03-20 17:11:00,Lucknow,ILLEGAL POSSESSION,25,F,17:11:00
2020-03-21 05:17:00,Delhi,COUNTERFEITING,44,M,05:17:00
2020-03-20 17:41:00,Mumbai,ARSON,54,F,17:41:00
2020-03-21 13:05:00,Mumbai,CYBERCRIME,62,F,13:05:00
2020-03-21 11:44:00,Agra,EXTORTION,65,F,11:44:00
2020-03-20 18:00:00,Kolkata,DOMESTIC VIOLENCE,71,F,18:00:00
2020-03-20 17:15:00,Pune,IDENTITY THEFT,24,F,17:15:00
2020-03-21 14:30:00,Thane,FRAUD,67,F,14:30:00
2020-03-21 14:11:00,Hyderabad,KIDNAPPING,71,F,14:11:00
2020-03-21 07:01:00,Delhi,CYBERCRIME,38,F,07:01:00
2020-03-20 23:32:00,Varanasi,CYBERCRIME,39,F,23:32:00
2020-03-21 19:56:00,Ludhiana,COUNTERFEITING,20,M,19:56:00
2020-03-21 10:55:00,Kanpur,FIREARM OFFENSE,50,F,10:55:00
2020-03-21 20:25:00,Chennai,EXTORTION,20,M,20:25:00
2020-03-21 03:34:00,Mumbai,VANDALISM,40,F,03:34:00
2020-03-21 07:32:00,Delhi,COUNTERFEITING,71,F,07:32:00
2020-03-21 10:39:00,Faridabad,DOMESTIC VIOLENCE,60,M,10:39:00
2020-03-21 18:45:00,Hyderabad,DRUG OFFENSE,49,M,18:45:00
2020-03-21 19:49:00,Delhi,IDENTITY THEFT,38,M,19:49:00
2020-03-22 03:25:00,Nagpur,ILLEGAL POSSESSION,59,F,03:25:00
2020-03-21 17:37:00,Hyderabad,DOMESTIC VIOLENCE,67,F,17:37:00
2020-03-21 17:37:00,Surat,VANDALISM,24,F,17:37:00
2020-03-22 07:28:00,Delhi,DOMESTIC VIOLENCE,21,F,07:28:00
2020-03-22 02:21:00,Ghaziabad,ASSAULT,28,M,02:21:00
2020-03-22 07:01:00,Kanpur,BURGLARY,29,F,07:01:00
2020-03-21 18:51:00,Kolkata,PUBLIC INTOXICATION,58,M,18:51:00
2020-03-21 18:42:00,Nagpur,ASSAULT,78,F,18:42:00
2020-03-22 02:29:00,Hyderabad,VANDALISM,43,F,02:29:00
2020-03-22 08:01:00,Mumbai,DRUG OFFENSE,68,F,08:01:00
2020-03-22 14:07:00,Mumbai,DOMESTIC VIOLENCE,12,F,14:07:00
2020-03-22 09:40:00,Meerut,CYBERCRIME,75,M,09:40:00
2020-03-22 05:29:00,Bangalore,IDENTITY THEFT,57,F,05:29:00
2020-03-22 05:35:00,Bangalore,HOMICIDE,60,M,05:35:00
2020-03-21 23:55:00,Kanpur,FRAUD,11,M,23:55:00
2020-03-22 06:08:00,Ghaziabad,COUNTERFEITING,33,M,06:08:00
2020-03-22 01:46:00,Bangalore,TRAFFIC VIOLATION,44,F,01:46:00
2020-03-22 00:58:00,Kanpur,EXTORTION,21,F,00:58:00
2020-03-22 02:47:00,Jaipur,ARSON,66,F,02:47:00
2020-03-23 00:05:00,Bangalore,FRAUD,24,F,00:05:00
2020-03-22 07:30:00,Mumbai,DOMESTIC VIOLENCE,30,F,07:30:00
2020-03-23 01:29:00,Pune,SEXUAL ASSAULT,28,M,01:29:00
2020-03-22 13:43:00,Chennai,ROBBERY,67,F,13:43:00
2020-03-23 00:53:00,Pune,SHOPLIFTING,78,F,00:53:00
2020-03-22 13:49:00,Delhi,CYBERCRIME,60,M,13:49:00
2020-03-22 13:41:00,Delhi,FIREARM OFFENSE,10,F,13:41:00
2020-03-22 18:04:00,Mumbai,CYBERCRIME,52,M,18:04:00
2020-03-22 22:35:00,Delhi,KIDNAPPING,44,F,22:35:00
2020-03-23 09:57:00,Bangalore,COUNTERFEITING,10,F,09:57:00
2020-03-22 17:34:00,Hyderabad,ASSAULT,10,F,17:34:00
2020-03-23 04:31:00,Hyderabad,FIREARM OFFENSE,79,F,04:31:00
2020-03-22 16:15:00,Jaipur,DOMESTIC VIOLENCE,22,M,16:15:00
2020-03-22 14:01:00,Ghaziabad,EXTORTION,50,F,14:01:00
2020-03-22 18:38:00,Jaipur,TRAFFIC VIOLATION,26,F,18:38:00
2020-03-23 00:02:00,Delhi,ROBBERY,61,F,00:02:00
2020-03-22 21:22:00,Surat,DRUG OFFENSE,79,M,21:22:00
2020-03-23 14:29:00,Bangalore,ARSON,27,F,14:29:00
2020-03-22 23:09:00,Pune,SEXUAL ASSAULT,50,F,23:09:00
2020-03-23 19:05:00,Chennai,FRAUD,64,M,19:05:00
2020-03-23 15:28:00,Mumbai,PUBLIC INTOXICATION,75,F,15:28:00
2020-03-23 17:03:00,Lucknow,TRAFFIC VIOLATION,55,F,17:03:00
2020-03-23 17:08:00,Kolkata,VANDALISM,40,M,17:08:00
2020-03-23 23:38:00,Chennai,IDENTITY THEFT,44,F,23:38:00
2020-03-23 04:12:00,Delhi,CYBERCRIME,39,F,04:12:00
2020-03-23 05:55:00,Chennai,FIREARM OFFENSE,22,F,05:55:00
2020-03-23 10:22:00,Rajkot,FRAUD,50,F,10:22:00
2020-03-23 19:48:00,Hyderabad,EXTORTION,65,F,19:48:00
2020-03-23 05:15:00,Mumbai,FRAUD,79,M,05:15:00
2020-03-23 09:56:00,Mumbai,HOMICIDE,25,F,09:56:00
2020-03-23 23:28:00,Bangalore,EXTORTION,36,F,23:28:00
2020-03-23 13:46:00,Mumbai,PUBLIC INTOXICATION,40,M,13:46:00
2020-03-23 17:29:00,Chennai,ROBBERY,63,F,17:29:00
2020-03-24 02:45:00,Varanasi,SHOPLIFTING,47,F,02:45:00
2020-03-23 12:57:00,Mumbai,DRUG OFFENSE,44,F,12:57:00
2020-03-24 07:44:00,Delhi,SEXUAL ASSAULT,68,M,07:44:00
2020-03-23 22:41:00,Ahmedabad,KIDNAPPING,56,M,22:41:00
2020-03-23 16:58:00,Nagpur,SHOPLIFTING,37,M,16:58:00
2020-03-24 04:42:00,Kanpur,FRAUD,18,F,04:42:00
2020-03-24 12:29:00,Kolkata,ROBBERY,38,F,12:29:00
2020-03-24 01:09:00,Delhi,DOMESTIC VIOLENCE,53,F,01:09:00
2020-03-23 18:46:00,Hyderabad,VANDALISM,75,F,18:46:00
2020-03-23 23:18:00,Thane,SHOPLIFTING,61,F,23:18:00
2020-03-24 13:28:00,Delhi,PUBLIC INTOXICATION,54,M,13:28:00
2020-03-24 03:41:00,Bangalore,VEHICLE - STOLEN,71,F,03:41:00
2020-03-24 14:04:00,Jaipur,ASSAULT,27,F,14:04:00
2020-03-24 17:15:00,Pune,PUBLIC INTOXICATION,33,F,17:15:00
2020-03-24 14:39:00,Kolkata,ASSAULT,50,F,14:39:00
2020-03-24 15:53:00,Jaipur,IDENTITY THEFT,20,M,15:53:00
2020-03-24 16:48:00,Jaipur,CYBERCRIME,30,F,16:48:00
2020-03-24 06:01:00,Mumbai,ILLEGAL POSSESSION,56,F,06:01:00
2020-03-25 02:42:00,Jaipur,COUNTERFEITING,74,F,02:42:00
2020-03-24 10:51:00,Kolkata,KIDNAPPING,45,M,10:51:00
2020-03-24 13:25:00,Thane,ROBBERY,49,F,13:25:00
2020-03-25 06:29:00,Bangalore,VANDALISM,22,F,06:29:00
2020-03-24 14:37:00,Mumbai,CYBERCRIME,10,M,14:37:00
2020-03-24 10:17:00,Chennai,FIREARM OFFENSE,53,F,10:17:00
2020-03-25 05:40:00,Ahmedabad,HOMICIDE,77,F,05:40:00
2020-03-25 04:56:00,Ahmedabad,DOMESTIC VIOLENCE,26,F,04:56:00
2020-03-24 23:07:00,Ahmedabad,VEHICLE - STOLEN,14,M,23:07:00
2020-03-24 13:24:00,Kolkata,ROBBERY,20,F,13:24:00
2020-03-25 13:31:00,Mumbai,VANDALISM,64,F,13:31:00
2020-03-24 19:52:00,Meerut,ARSON,19,M,19:52:00
2020-03-25 00:14:00,Mumbai,ASSAULT,64,F,00:14:00
2020-03-24 17:45:00,Delhi,FRAUD,32,F,17:45:00
2020-03-25 16:48:00,Pune,PUBLIC INTOXICATION,50,M,16:48:00
2020-03-25 12:26:00,Srinagar,CYBERCRIME,11,M,12:26:00
2020-03-25 10:38:00,Chennai,SHOPLIFTING,44,F,10:38:00
2020-03-25 11:36:00,Mumbai,HOMICIDE,43,F,11:36:00
2020-03-25 17:04:00,Pune,SHOPLIFTING,52,F,17:04:00
2020-03-25 14:43:00,Hyderabad,BURGLARY,19,F,14:43:00
2020-03-25 04:22:00,Jaipur,EXTORTION,63,M,04:22:00
2020-03-25 21:58:00,Mumbai,FRAUD,11,F,21:58:00
2020-03-25 11:36:00,Thane,ASSAULT,40,M,11:36:00
2020-03-25 12:06:00,Bangalore,ASSAULT,40,F,12:06:00
2020-03-25 12:49:00,Hyderabad,CYBERCRIME,62,M,12:49:00
2020-03-26 01:55:00,Delhi,SHOPLIFTING,78,M,01:55:00
2020-03-25 13:20:00,Kanpur,KIDNAPPING,17,M,13:20:00
2020-03-26 05:06:00,Visakhapatnam,SHOPLIFTING,26,F,05:06:00
2020-03-25 23:04:00,Delhi,SHOPLIFTING,19,F,23:04:00
2020-03-25 19:31:00,Bhopal,ASSAULT,53,F,19:31:00
2020-03-26 06:14:00,Kanpur,ASSAULT,70,F,06:14:00
2020-03-25 20:09:00,Bangalore,EXTORTION,50,M,20:09:00
2020-03-26 03:29:00,Bangalore,DRUG OFFENSE,77,F,03:29:00
2020-03-25 16:23:00,Delhi,ILLEGAL POSSESSION,35,M,16:23:00
2020-03-25 17:49:00,Delhi,DRUG OFFENSE,39,F,17:49:00
2020-03-26 03:10:00,Ludhiana,HOMICIDE,40,M,03:10:00
2020-03-25 23:47:00,Delhi,DRUG OFFENSE,65,F,23:47:00
2020-03-26 16:09:00,Kolkata,SEXUAL ASSAULT,26,F,16:09:00
2020-03-25 18:29:00,Thane,KIDNAPPING,14,F,18:29:00
2020-03-26 17:25:00,Ghaziabad,PUBLIC INTOXICATION,78,F,17:25:00
2020-03-26 07:43:00,Jaipur,IDENTITY THEFT,43,M,07:43:00
2020-03-25 23:39:00,Pune,BURGLARY,76,M,23:39:00
2020-03-26 04:56:00,Kolkata,IDENTITY THEFT,59,F,04:56:00
2020-03-26 14:03:00,Pune,COUNTERFEITING,36,F,14:03:00
2020-03-26 21:52:00,Vasai,KIDNAPPING,33,F,21:52:00
2020-03-26 18:47:00,Bhopal,TRAFFIC VIOLATION,42,M,18:47:00
2020-03-27 01:10:00,Kolkata,FIREARM OFFENSE,49,F,01:10:00
2020-03-27 01:08:00,Chennai,ROBBERY,75,F,01:08:00
2020-03-26 16:24:00,Kanpur,ARSON,32,F,16:24:00
2020-03-26 07:47:00,Ahmedabad,FIREARM OFFENSE,74,M,07:47:00
2020-03-26 19:47:00,Bangalore,DRUG OFFENSE,24,F,19:47:00
2020-03-26 21:16:00,Jaipur,ILLEGAL POSSESSION,62,M,21:16:00
2020-03-26 21:03:00,Kolkata,FRAUD,60,F,21:03:00
2020-03-26 14:44:00,Chennai,PUBLIC INTOXICATION,35,F,14:44:00
2020-03-26 21:26:00,Pune,PUBLIC INTOXICATION,46,F,21:26:00
2020-03-26 14:38:00,Lucknow,EXTORTION,45,F,14:38:00
2020-03-26 22:28:00,Hyderabad,FIREARM OFFENSE,65,F,22:28:00
2020-03-26 18:01:00,Bangalore,DRUG OFFENSE,26,F,18:01:00
2020-03-27 01:52:00,Agra,COUNTERFEITING,20,F,01:52:00
2020-03-26 15:38:00,Ahmedabad,TRAFFIC VIOLATION,68,F,15:38:00
2020-03-27 07:56:00,Delhi,ARSON,32,F,07:56:00
2020-03-27 09:40:00,Pune,SEXUAL ASSAULT,53,F,09:40:00
2020-03-27 10:02:00,Mumbai,VANDALISM,14,M,10:02:00
2020-03-27 04:22:00,Lucknow,BURGLARY,24,M,04:22:00
2020-03-27 08:30:00,Ludhiana,ILLEGAL POSSESSION,38,F,08:30:00
2020-03-27 20:15:00,Delhi,VANDALISM,49,F,20:15:00
2020-03-27 07:02:00,Delhi,PUBLIC INTOXICATION,19,M,07:02:00
2020-03-27 05:35:00,Srinagar,ARSON,35,F,05:35:00
2020-03-27 01:18:00,Mumbai,BURGLARY,22,F,01:18:00
2020-03-27 12:54:00,Mumbai,SHOPLIFTING,42,F,12:54:00
2020-03-27 15:31:00,Jaipur,DRUG OFFENSE,76,F,15:31:00
2020-03-27 18:00:00,Mumbai,VEHICLE - STOLEN,72,F,18:00:00
2020-03-27 11:45:00,Mumbai,DRUG OFFENSE,25,F,11:45:00
2020-03-27 12:49:00,Pune,PUBLIC INTOXICATION,54,F,12:49:00
2020-03-27 15:30:00,Delhi,HOMICIDE,20,F,15:30:00
2020-03-27 11:22:00,Surat,VANDALISM,12,M,11:22:00
